upload_date,club_name,user_id,user_name,role,last_login_date,logins_30d,reports_created_30d,searches_30d
2026-03-01,FC Bayern Munich,USR-20005,Scout User 5,Scout;Club2Club,2026-02-12,15,11,41
2026-03-01,FC Bayern Munich,USR-20006,Scout User 6,Scout,2026-02-20,14,10,32
2026-03-01,FC Bayern Munich,USR-20007,Scout User 7,Scout;Squad Manager;Club2Club,2026-02-02,12,9,34
2026-03-01,FC Bayern Munich,USR-20008,Scout User 8,Scout,2026-02-15,10,12,42
2026-03-01,FC Bayern Munich,USR-20009,Scout User 9,Scout,2026-03-01,15,11,35
2026-03-01,FC Bayern Munich,USR-20010,Scout User 10,Scout,2026-03-01,15,8,32
2026-03-01,FC Bayern Munich,USR-20011,Scout User 11,Scout,2026-02-02,16,10,35
2026-03-01,FC Bayern Munich,USR-20012,Scout User 12,Scout;Admin,2026-02-15,13,8,38
2026-03-01,FC Bayern Munich,USR-20013,Scout User 13,Scout,2026-02-26,10,11,36
2026-03-01,FC Bayern Munich,USR-20014,Scout User 14,Scout,2026-02-24,11,9,27
2026-03-01,FC Bayern Munich,USR-20015,Scout User 15,Scout,2026-02-06,13,11,33
2026-03-01,FC Bayern Munich,USR-20016,Scout User 16,Scout;Admin,2026-02-17,14,8,29
2026-03-01,FC Bayern Munich,USR-20017,Scout User 17,Scout,2026-02-26,10,11,34
2026-03-01,FC Bayern Munich,USR-20018,Scout User 18,Scout,2026-01-31,14,9,31
2026-03-01,FC Bayern Munich,USR-20019,Scout User 19,Scout;Admin,2026-02-12,14,8,37
2026-03-01,FC Bayern Munich,USR-20020,Scout User 20,Scout;Squad Manager,2026-02-09,15,14,29
2026-03-01,FC Bayern Munich,USR-20021,Scout User 21,Scout,2026-02-23,14,8,43
2026-03-01,FC Bayern Munich,USR-20022,Scout User 22,Scout;Club2Club,2026-02-01,10,9,30
2026-03-01,FC Bayern Munich,USR-20023,Scout User 23,Scout;Squad Planner,2026-02-01,18,8,27
2026-03-01,FC Bayern Munich,USR-20024,Scout User 24,Scout,2026-02-21,17,13,40
2026-03-01,FC Bayern Munich,USR-20025,Scout User 25,Scout,2026-02-28,15,10,36
2026-03-01,FC Bayern Munich,USR-20026,Scout User 26,Scout;Squad Manager,2026-02-04,18,12,41
2026-03-01,FC Bayern Munich,USR-20027,Squad Manager User 27,Scout;Squad Manager,2026-03-01,7,6,25
2026-03-01,FC Bayern Munich,USR-20028,Squad Manager User 28,Scout;Squad Manager,2026-02-19,8,11,33
2026-03-01,FC Bayern Munich,USR-20029,Squad Manager User 29,Scout;Squad Manager,2026-02-02,10,8,28
2026-03-01,FC Bayern Munich,USR-20030,Squad Manager User 30,Scout;Squad Manager,2026-02-03,14,11,18
2026-03-01,FC Bayern Munich,USR-20031,Squad Manager User 31,Scout;Squad Manager;Admin,2026-02-21,9,9,20
2026-03-01,FC Bayern Munich,USR-20032,Squad Manager User 32,Scout;Squad Manager;Admin,2026-02-02,6,9,31
2026-03-01,FC Bayern Munich,USR-20033,Squad Manager User 33,Scout;Squad Manager;Squad Planner,2026-02-16,10,6,21
2026-03-01,FC Bayern Munich,USR-20034,Squad Manager User 34,Scout;Squad Manager,2026-02-01,11,10,26
2026-03-01,FC Bayern Munich,USR-20035,Squad Manager User 35,Scout;Squad Manager;Squad Planner,2026-02-15,7,9,18
2026-03-01,FC Bayern Munich,USR-20036,Squad Manager User 36,Scout;Squad Manager;Club2Club,2026-02-05,14,5,30
2026-03-01,FC Bayern Munich,USR-20037,Squad Manager User 37,Scout;Squad Manager,2026-02-13,14,10,23
2026-03-01,FC Bayern Munich,USR-20038,Squad Planner User 38,Scout;Squad Planner,2026-02-09,7,5,16
2026-03-01,FC Bayern Munich,USR-20039,Squad Planner User 39,Scout;Squad Planner,2026-02-22,10,5,26
2026-03-01,FC Bayern Munich,USR-20040,Squad Planner User 40,Scout;Squad Planner;Admin,2026-03-01,8,9,22
2026-03-01,FC Bayern Munich,USR-20041,Squad Planner User 41,Scout;Squad Planner,2026-02-18,5,9,28
2026-03-01,FC Bayern Munich,USR-20042,Squad Planner User 42,Scout;Squad Planner;Squad Manager,2026-02-24,11,6,17
2026-03-01,FC Bayern Munich,USR-20043,Squad Planner User 43,Scout;Squad Planner,2026-02-04,8,8,20
2026-03-01,FC Bayern Munich,USR-20044,Squad Planner User 44,Scout;Squad Planner,2026-02-17,5,6,30
2026-03-01,FC Bayern Munich,USR-20045,Squad Planner User 45,Scout;Squad Planner;Squad Manager,2026-02-05,10,5,28
2026-03-01,FC Bayern Munich,USR-20046,Club2Club User 46,Scout;Club2Club,2026-02-02,7,3,13
2026-03-01,FC Bayern Munich,USR-20047,Club2Club User 47,Scout;Club2Club,2026-02-23,11,8,23
2026-03-01,FC Bayern Munich,USR-20048,Club2Club User 48,Scout;Club2Club,2026-02-24,4,9,25
2026-03-01,FC Bayern Munich,USR-20049,Club2Club User 49,Scout;Club2Club,2026-02-01,4,7,27
2026-03-01,FC Bayern Munich,USR-20050,Club2Club User 50,Scout;Club2Club,2026-02-14,9,8,28
2026-02-01,Borussia Dortmund,USR-20051,Admin User 1,Scout;Admin,2026-01-03,22,16,52
2026-02-01,Borussia Dortmund,USR-20052,Admin User 2,Scout;Admin,2026-01-03,19,13,52
2026-02-01,Borussia Dortmund,USR-20053,Admin User 3,Scout;Admin,2026-01-16,14,12,41
2026-02-01,Borussia Dortmund,USR-20054,Scout User 4,Scout,2026-01-25,12,11,38
2026-02-01,Borussia Dortmund,USR-20055,Scout User 5,Scout,2026-01-07,17,13,43
2026-02-01,Borussia Dortmund,USR-20056,Scout User 6,Scout,2026-01-16,17,13,36
2026-02-01,Borussia Dortmund,USR-20057,Scout User 7,Scout,2026-01-10,15,10,30
2026-02-01,Borussia Dortmund,USR-20058,Scout User 8,Scout,2026-01-12,17,8,41
2026-02-01,Borussia Dortmund,USR-20059,Scout User 9,Scout,2026-01-25,14,8,27
2026-02-01,Borussia Dortmund,USR-20060,Scout User 10,Scout,2026-01-23,16,12,27
2026-02-01,Borussia Dortmund,USR-20061,Scout User 11,Scout;Club2Club,2026-01-16,17,9,35
2026-02-01,Borussia Dortmund,USR-20062,Scout User 12,Scout,2026-01-05,16,13,35
2026-02-01,Borussia Dortmund,USR-20063,Scout User 13,Scout,2026-01-20,10,12,27
2026-02-01,Borussia Dortmund,USR-20064,Scout User 14,Scout,2026-01-20,10,13,36
2026-02-01,Borussia Dortmund,USR-20065,Scout User 15,Scout;Club2Club,2026-01-22,18,9,37
2026-02-01,Borussia Dortmund,USR-20066,Scout User 16,Scout;Squad Planner,2026-01-07,11,10,30
2026-02-01,Borussia Dortmund,USR-20067,Scout User 17,Scout;Admin;Squad Planner,2026-01-25,11,14,40
2026-02-01,Borussia Dortmund,USR-20068,Scout User 18,Scout;Admin,2026-01-18,12,10,42
2026-02-01,Borussia Dortmund,USR-20069,Scout User 19,Scout,2026-01-14,18,12,36
2026-02-01,Borussia Dortmund,USR-20070,Scout User 20,Scout,2026-01-08,16,14,37
2026-02-01,Borussia Dortmund,USR-20071,Scout User 21,Scout;Squad Planner,2026-01-29,12,10,40
2026-02-01,Borussia Dortmund,USR-20072,Scout User 22,Scout,2026-01-21,14,13,31
2026-02-01,Borussia Dortmund,USR-20073,Squad Manager User 23,Scout;Squad Manager,2026-01-25,10,6,28
2026-02-01,Borussia Dortmund,USR-20074,Squad Manager User 24,Scout;Squad Manager,2026-01-30,12,9,24
2026-02-01,Borussia Dortmund,USR-20075,Squad Manager User 25,Scout;Squad Manager,2026-01-28,12,10,17
2026-02-01,Borussia Dortmund,USR-20076,Squad Manager User 26,Scout;Squad Manager,2026-01-04,9,6,31
2026-02-01,Borussia Dortmund,USR-20077,Squad Manager User 27,Scout;Squad Manager;Admin,2026-01-13,11,9,24
2026-02-01,Borussia Dortmund,USR-20078,Squad Manager User 28,Scout;Squad Manager;Club2Club,2026-01-31,11,9,29
2026-02-01,Borussia Dortmund,USR-20079,Squad Manager User 29,Scout;Squad Manager,2026-01-08,8,9,32
2026-02-01,Borussia Dortmund,USR-20080,Squad Manager User 30,Scout;Squad Manager,2026-01-18,10,10,29
2026-02-01,Borussia Dortmund,USR-20081,Squad Manager User 31,Scout;Squad Manager,2026-01-30,11,5,26
2026-02-01,Borussia Dortmund,USR-20082,Squad Manager User 32,Scout;Squad Manager;Squad Planner,2026-01-27,13,9,33
2026-02-01,Borussia Dortmund,USR-20083,Squad Planner User 33,Scout;Squad Planner,2026-01-20,11,10,27
2026-02-01,Borussia Dortmund,USR-20084,Squad Planner User 34,Scout;Squad Planner;Club2Club,2026-01-15,9,6,23
2026-02-01,Borussia Dortmund,USR-20085,Squad Planner User 35,Scout;Squad Planner,2026-01-27,7,8,26
2026-02-01,Borussia Dortmund,USR-20086,Squad Planner User 36,Scout;Squad Planner,2026-01-11,10,4,15
2026-02-01,Borussia Dortmund,USR-20087,Squad Planner User 37,Scout;Squad Planner;Admin;Club2Club,2026-01-07,5,10,27
2026-02-01,Borussia Dortmund,USR-20088,Squad Planner User 38,Scout;Squad Planner;Club2Club,2026-01-19,5,6,23
2026-02-01,Borussia Dortmund,USR-20089,Squad Planner User 39,Scout;Squad Planner;Club2Club,2026-02-01,10,9,20
2026-02-01,Borussia Dortmund,USR-20090,Squad Planner User 40,Scout;Squad Planner,2026-01-14,6,7,15
2026-02-01,Borussia Dortmund,USR-20091,Club2Club User 41,Scout;Club2Club;Squad Planner,2026-01-07,10,7,14
2026-02-01,Borussia Dortmund,USR-20092,Club2Club User 42,Scout;Club2Club;Admin,2026-02-01,4,9,21
2026-02-01,Borussia Dortmund,USR-20093,Club2Club User 43,Scout;Club2Club;Admin,2026-01-12,4,4,23
2026-02-01,Borussia Dortmund,USR-20094,Club2Club User 44,Scout;Club2Club;Admin,2026-01-29,11,7,23
2026-02-01,Borussia Dortmund,USR-20095,Club2Club User 45,Scout;Club2Club,2026-02-01,7,6,15
2026-03-01,Borussia Dortmund,USR-20051,Admin User 1,Scout;Admin,2026-02-17,15,16,41
2026-03-01,Borussia Dortmund,USR-20052,Admin User 2,Scout;Admin,2026-02-20,14,15,44
2026-03-01,Borussia Dortmund,USR-20053,Admin User 3,Scout;Admin,2026-02-26,21,11,43
2026-03-01,Borussia Dortmund,USR-20054,Scout User 4,Scout,2026-02-27,14,9,30
2026-03-01,Borussia Dortmund,USR-20055,Scout User 5,Scout,2026-01-31,17,14,35
2026-03-01,Borussia Dortmund,USR-20056,Scout User 6,Scout,2026-02-28,18,9,31
2026-03-01,Borussia Dortmund,USR-20057,Scout User 7,Scout,2026-02-13,12,9,28
2026-03-01,Borussia Dortmund,USR-20058,Scout User 8,Scout,2026-02-25,18,13,30
2026-03-01,Borussia Dortmund,USR-20059,Scout User 9,Scout,2026-02-14,10,9,41
2026-03-01,Borussia Dortmund,USR-20060,Scout User 10,Scout,2026-02-13,18,10,38
2026-03-01,Borussia Dortmund,USR-20061,Scout User 11,Scout;Club2Club,2026-02-05,16,8,33
2026-03-01,Borussia Dortmund,USR-20062,Scout User 12,Scout,2026-02-17,15,10,33
2026-03-01,Borussia Dortmund,USR-20063,Scout User 13,Scout,2026-02-17,14,14,37
2026-03-01,Borussia Dortmund,USR-20064,Scout User 14,Scout,2026-02-06,10,12,43
2026-03-01,Borussia Dortmund,USR-20065,Scout User 15,Scout;Club2Club,2026-02-03,15,13,40
2026-03-01,Borussia Dortmund,USR-20066,Scout User 16,Scout;Squad Planner,2026-02-03,14,12,36
2026-03-01,Borussia Dortmund,USR-20067,Scout User 17,Scout;Admin;Squad Planner,2026-02-07,13,10,42
2026-03-01,Borussia Dortmund,USR-20068,Scout User 18,Scout;Admin,2026-02-09,17,14,29
2026-03-01,Borussia Dortmund,USR-20069,Scout User 19,Scout,2026-02-06,16,10,39
2026-03-01,Borussia Dortmund,USR-20070,Scout User 20,Scout,2026-02-21,14,10,38
2026-03-01,Borussia Dortmund,USR-20071,Scout User 21,Scout;Squad Planner,2026-02-10,13,14,40
2026-03-01,Borussia Dortmund,USR-20072,Scout User 22,Scout,2026-02-10,15,10,43
2026-03-01,Borussia Dortmund,USR-20073,Squad Manager User 23,Scout;Squad Manager,2026-02-15,6,6,18
2026-03-01,Borussia Dortmund,USR-20074,Squad Manager User 24,Scout;Squad Manager,2026-02-16,8,6,21
2026-03-01,Borussia Dortmund,USR-20075,Squad Manager User 25,Scout;Squad Manager,2026-02-04,9,11,26
2026-03-01,Borussia Dortmund,USR-20076,Squad Manager User 26,Scout;Squad Manager,2026-02-03,8,9,18
2026-03-01,Borussia Dortmund,USR-20077,Squad Manager User 27,Scout;Squad Manager;Admin,2026-02-13,14,9,29
2026-03-01,Borussia Dortmund,USR-20078,Squad Manager User 28,Scout;Squad Manager;Club2Club,2026-02-13,12,7,31
2026-03-01,Borussia Dortmund,USR-20079,Squad Manager User 29,Scout;Squad Manager,2026-01-31,8,5,26
2026-03-01,Borussia Dortmund,USR-20080,Squad Manager User 30,Scout;Squad Manager,2026-02-17,12,6,20
2026-03-01,Borussia Dortmund,USR-20081,Squad Manager User 31,Scout;Squad Manager,2026-02-01,14,6,29
2026-03-01,Borussia Dortmund,USR-20082,Squad Manager User 32,Scout;Squad Manager;Squad Planner,2026-02-15,7,10,32
2026-03-01,Borussia Dortmund,USR-20083,Squad Planner User 33,Scout;Squad Planner,2026-02-01,11,8,21
2026-03-01,Borussia Dortmund,USR-20084,Squad Planner User 34,Scout;Squad Planner;Club2Club,2026-02-05,7,9,29
2026-03-01,Borussia Dortmund,USR-20085,Squad Planner User 35,Scout;Squad Planner,2026-03-01,13,9,15
2026-03-01,Borussia Dortmund,USR-20086,Squad Planner User 36,Scout;Squad Planner,2026-02-01,5,4,27
2026-03-01,Borussia Dortmund,USR-20087,Squad Planner User 37,Scout;Squad Planner;Admin;Club2Club,2026-02-10,12,4,22
2026-03-01,Borussia Dortmund,USR-20088,Squad Planner User 38,Scout;Squad Planner;Club2Club,2026-02-20,12,4,25
2026-03-01,Borussia Dortmund,USR-20089,Squad Planner User 39,Scout;Squad Planner;Club2Club,2026-02-19,10,6,25
2026-03-01,Borussia Dortmund,USR-20090,Squad Planner User 40,Scout;Squad Planner,2026-02-13,7,5,24
2026-03-01,Borussia Dortmund,USR-20091,Club2Club User 41,Scout;Club2Club;Squad Planner,2026-02-04,4,8,25
2026-03-01,Borussia Dortmund,USR-20092,Club2Club User 42,Scout;Club2Club;Admin,2026-02-09,5,6,21
2026-03-01,Borussia Dortmund,USR-20093,Club2Club User 43,Scout;Club2Club;Admin,2026-02-07,10,5,23
2026-03-01,Borussia Dortmund,USR-20094,Club2Club User 44,Scout;Club2Club;Admin,2026-02-05,8,4,25
2026-03-01,Borussia Dortmund,USR-20095,Club2Club User 45,Scout;Club2Club,2026-02-10,11,7,16
2026-02-01,RB Leipzig,USR-20096,Admin User 1,Scout;Admin;Squad Planner,2026-01-29,22,16,47
2026-02-01,RB Leipzig,USR-20097,Admin User 2,Scout;Admin;Squad Planner,2026-01-03,17,11,46
2026-02-01,RB Leipzig,USR-20098,Admin User 3,Scout;Admin,2026-01-16,19,16,40
2026-02-01,RB Leipzig,USR-20099,Scout User 4,Scout,2026-01-26,13,10,41
2026-02-01,RB Leipzig,USR-20100,Scout User 5,Scout,2026-01-29,12,10,40
2026-02-01,RB Leipzig,USR-20101,Scout User 6,Scout,2026-01-30,12,12,41
2026-02-01,RB Leipzig,USR-20102,Scout User 7,Scout,2026-01-13,10,11,42
2026-02-01,RB Leipzig,USR-20103,Scout User 8,Scout;Squad Manager,2026-01-13,15,12,32
2026-02-01,RB Leipzig,USR-20104,Scout User 9,Scout,2026-01-27,13,12,35
2026-02-01,RB Leipzig,USR-20105,Scout User 10,Scout,2026-01-31,10,11,40
2026-02-01,RB Leipzig,USR-20106,Scout User 11,Scout;Club2Club,2026-01-14,17,10,43
2026-02-01,RB Leipzig,USR-20107,Scout User 12,Scout,2026-01-25,14,11,28
2026-02-01,RB Leipzig,USR-20108,Scout User 13,Scout;Squad Manager;Squad Planner,2026-01-30,12,12,41
2026-02-01,RB Leipzig,USR-20109,Scout User 14,Scout,2026-01-10,10,10,29
2026-02-01,RB Leipzig,USR-20110,Scout User 15,Scout,2026-01-13,11,10,40
2026-02-01,RB Leipzig,USR-20111,Scout User 16,Scout,2026-01-06,10,10,35
2026-02-01,RB Leipzig,USR-20112,Scout User 17,Scout;Squad Planner,2026-01-17,12,14,33
2026-02-01,RB Leipzig,USR-20113,Scout User 18,Scout,2026-01-25,15,14,29
2026-02-01,RB Leipzig,USR-20114,Scout User 19,Scout,2026-01-04,11,10,30
2026-02-01,RB Leipzig,USR-20115,Scout User 20,Scout,2026-01-23,16,14,30
2026-02-01,RB Leipzig,USR-20116,Squad Manager User 21,Scout;Squad Manager,2026-01-12,9,6,25
2026-02-01,RB Leipzig,USR-20117,Squad Manager User 22,Scout;Squad Manager,2026-01-14,14,7,30
2026-02-01,RB Leipzig,USR-20118,Squad Manager User 23,Scout;Squad Manager;Squad Planner,2026-01-19,13,9,29
2026-02-01,RB Leipzig,USR-20119,Squad Manager User 24,Scout;Squad Manager,2026-01-06,14,7,28
2026-02-01,RB Leipzig,USR-20120,Squad Manager User 25,Scout;Squad Manager,2026-01-26,9,5,32
2026-02-01,RB Leipzig,USR-20121,Squad Manager User 26,Scout;Squad Manager,2026-01-07,6,8,24
2026-02-01,RB Leipzig,USR-20122,Squad Manager User 27,Scout;Squad Manager,2026-01-04,6,11,19
2026-02-01,RB Leipzig,USR-20123,Squad Manager User 28,Scout;Squad Manager,2026-01-12,12,11,21
2026-02-01,RB Leipzig,USR-20124,Squad Manager User 29,Scout;Squad Manager,2026-01-06,9,11,33
2026-02-01,RB Leipzig,USR-20125,Squad Planner User 30,Scout;Squad Planner,2026-01-07,10,5,20
2026-02-01,RB Leipzig,USR-20126,Squad Planner User 31,Scout;Squad Planner;Admin,2026-01-28,10,4,25
2026-02-01,RB Leipzig,USR-20127,Squad Planner User 32,Scout;Squad Planner;Admin;Squad Manager,2026-01-14,5,9,18
2026-02-01,RB Leipzig,USR-20128,Squad Planner User 33,Scout;Squad Planner,2026-01-11,13,10,26
2026-02-01,RB Leipzig,USR-20129,Squad Planner User 34,Scout;Squad Planner,2026-01-15,6,9,19
2026-02-01,RB Leipzig,USR-20130,Squad Planner User 35,Scout;Squad Planner,2026-01-27,10,4,24
2026-02-01,RB Leipzig,USR-20131,Club2Club User 36,Scout;Club2Club,2026-01-17,5,4,28
2026-02-01,RB Leipzig,USR-20132,Club2Club User 37,Scout;Club2Club,2026-01-20,12,7,24
2026-02-01,RB Leipzig,USR-20133,Club2Club User 38,Scout;Club2Club,2026-01-04,5,7,28
2026-03-01,RB Leipzig,USR-20096,Admin User 1,Scout;Admin;Squad Planner,2026-01-31,16,13,48
2026-03-01,RB Leipzig,USR-20097,Admin User 2,Scout;Admin;Squad Planner,2026-02-17,14,15,49
2026-03-01,RB Leipzig,USR-20098,Admin User 3,Scout;Admin,2026-02-16,14,11,48
2026-03-01,RB Leipzig,USR-20099,Scout User 4,Scout,2026-02-03,10,13,41
2026-03-01,RB Leipzig,USR-20100,Scout User 5,Scout,2026-02-21,15,10,41
2026-03-01,RB Leipzig,USR-20101,Scout User 6,Scout,2026-02-03,16,12,40
2026-03-01,RB Leipzig,USR-20102,Scout User 7,Scout,2026-02-20,10,12,36
2026-03-01,RB Leipzig,USR-20103,Scout User 8,Scout;Squad Manager,2026-02-02,18,8,31
2026-03-01,RB Leipzig,USR-20104,Scout User 9,Scout,2026-02-15,17,12,38
2026-03-01,RB Leipzig,USR-20105,Scout User 10,Scout,2026-02-11,13,9,28
2026-03-01,RB Leipzig,USR-20106,Scout User 11,Scout;Club2Club,2026-02-28,11,9,29
2026-03-01,RB Leipzig,USR-20107,Scout User 12,Scout,2026-02-12,18,8,37
2026-03-01,RB Leipzig,USR-20108,Scout User 13,Scout;Squad Manager;Squad Planner,2026-02-17,18,13,30
2026-03-01,RB Leipzig,USR-20109,Scout User 14,Scout,2026-02-26,11,13,28
2026-03-01,RB Leipzig,USR-20110,Scout User 15,Scout,2026-02-01,13,10,32
2026-03-01,RB Leipzig,USR-20111,Scout User 16,Scout,2026-02-16,13,12,37
2026-03-01,RB Leipzig,USR-20112,Scout User 17,Scout;Squad Planner,2026-02-19,14,12,27
2026-03-01,RB Leipzig,USR-20113,Scout User 18,Scout,2026-02-13,11,9,43
2026-03-01,RB Leipzig,USR-20114,Scout User 19,Scout,2026-02-05,18,10,27
2026-03-01,RB Leipzig,USR-20115,Scout User 20,Scout,2026-02-02,13,13,30
2026-03-01,RB Leipzig,USR-20116,Squad Manager User 21,Scout;Squad Manager,2026-02-08,11,11,29
2026-03-01,RB Leipzig,USR-20117,Squad Manager User 22,Scout;Squad Manager,2026-02-08,6,6,24
2026-03-01,RB Leipzig,USR-20118,Squad Manager User 23,Scout;Squad Manager;Squad Planner,2026-02-06,11,8,28
2026-03-01,RB Leipzig,USR-20119,Squad Manager User 24,Scout;Squad Manager,2026-02-06,14,9,20
2026-03-01,RB Leipzig,USR-20120,Squad Manager User 25,Scout;Squad Manager,2026-02-02,14,7,32
2026-03-01,RB Leipzig,USR-20121,Squad Manager User 26,Scout;Squad Manager,2026-02-15,9,7,21
2026-03-01,RB Leipzig,USR-20122,Squad Manager User 27,Scout;Squad Manager,2026-02-23,10,9,28
2026-03-01,RB Leipzig,USR-20123,Squad Manager User 28,Scout;Squad Manager,2026-02-07,11,11,18
2026-03-01,RB Leipzig,USR-20124,Squad Manager User 29,Scout;Squad Manager,2026-02-19,12,7,24
2026-03-01,RB Leipzig,USR-20125,Squad Planner User 30,Scout;Squad Planner,2026-02-21,5,10,21
2026-03-01,RB Leipzig,USR-20126,Squad Planner User 31,Scout;Squad Planner;Admin,2026-02-14,13,7,22
